title,keywords,session_year,supervisor_name,category
Effect of Male Partner Involvement on Maternal Health Service Utilization in Osun State Communities,"male involvement, maternal health, service utilization, Osun State, partner",2019,Dr. Adeyemi,Maternal & Child Health
A Descriptive Analysis of Gonorrhoea and Syphilis Co-Infection Prevalence Among Residents of Ife North Local Government,"gonorrhoea, syphilis, co-infection, antenatal clinic, Osogbo",2019,Prof. Obiora,Infectious Diseases
Community-Based Study on Political Determinants of Health Budget Allocation in Osun State Government Annual Estimates Among Residents of Ife South Local Government,"health budget, political determinants, allocation, Osun State, government",2015,Prof. Adesanya,Health Policy
Community-Based Study on Gender-Responsive Health Policy Analysis and Women Empowerment in Osun State Communities Among Residents of Ejigbo Local Government,"gender-responsive, health policy, women empowerment, Osun, analysis",2015,Dr. Nwachukwu,Health Policy
Community-Based Study on Regulatory Framework for Traditional Medicine Practice in Osun State Health Policy Context Among Residents of Ife East Local Government,"traditional medicine, regulation, policy, Osun State, practice",2017,Prof. Adesanya,Health Policy
A Descriptive Analysis of Burden and Distribution of Schistosomiasis Among Residents of Iwo Local Government,"schistosomiasis, children, distribution, burden, rural",2015,Prof. Adebayo,Epidemiology
Comparative Study of Dengue Fever Seroprevalence and Associated Risk Factors in Flood-Prone Areas of Osun State Among Residents of Ede Local Government,"dengue fever, seroprevalence, flood-prone, risk factors, Osun",2017,Dr. Salawu,Epidemiology
A Descriptive Analysis of Child Immunization Coverage and Barriers to Vaccine Uptake in Osun State Local Government Areas Among Residents of Boripe Local Government,"immunization, coverage, barriers, vaccine uptake, Osun State",2016,Prof. Ogunleye,Maternal & Child Health
An Exploratory Analysis of Intersectoral Collaboration for Social Determinants of Health Policy in Southwest Nigeria Among Residents of Ilesa Local Government,"intersectoral collaboration, social determinants, health policy, Southwest Nigeria",2017,Prof. Eze,Health Policy
A Descriptive Analysis of Application of Machine Learning Algorithms in Predicting Hypertension Onset in Nigerian Adults Among Residents of Ife South Local Government,"machine learning, hypertension prediction, Nigerian adults, algorithms, biostatistics",2017,Prof. Onyeka,Biostatistics
A Cross-Sectional Study of Assessment of Exclusive Breastfeeding Practices and Infant Nutritional Outcomes in Osun State Among Residents of Osogbo Local Government,"exclusive breastfeeding, infant nutrition, practices, Osun State, outcomes",2017,Prof. Adeleke,Maternal & Child Health
Burden and Distribution of Schistosomiasis Among School-Age Children in Rural Osun Communities,"schistosomiasis, children, distribution, burden, rural",2015,Dr. Folarin,Epidemiology
A Cross-Sectional Study of Malaria Parasite Density and Treatment Outcomes Among Residents of Ejigbo Local Government,"malaria, parasite density, treatment outcomes, children, UNIOSUN",2021,Dr. Akinwande,Infectious Diseases
Hospital-Based Assessment of Obstetric Complications and Emergency Referral Patterns at UNIOSUN Teaching Hospital Osogbo Among Residents of Ejigbo Local Government,"obstetric complications, emergency referral, UNIOSUN, teaching hospital, Osogbo",2022,Prof. Okafor,Maternal & Child Health
A Descriptive Analysis of Multidrug-Resistant Tuberculosis Prevalence and Treatment Outcomes in Southwest Nigeria Hospitals Among Residents of Ejigbo Local Government,"multidrug-resistant tuberculosis, MDR-TB, prevalence, treatment, Southwest Nigeria",2022,Dr. Adeyemi,Infectious Diseases
Comparative Study of Socioeconomic Factors and Teenage Pregnancy Prevalence Among Residents of Ilesa Local Government,"teenage pregnancy, socioeconomic, secondary school, prevalence, Osun State",2019,Prof. Bankole,Maternal & Child Health
Comparative Study of Assessment of Health Sector Decentralization Policy Outcomes in Southwest Nigerian Local Governments Among Residents of Ilesa Local Government,"decentralization, health sector, local government, policy outcomes, Nigeria",2019,Dr. Babatunde,Health Policy
Community-Based Study on Burden and Distribution of Schistosomiasis Among Residents of Ilesa Local Government,"schistosomiasis, children, distribution, burden, rural",2022,Prof. Okafor,Epidemiology
Hospital-Based Assessment of Antiretroviral Therapy Adherence and Viral Load Suppression Among Residents of Ede Local Government,"antiretroviral therapy, adherence, viral load, HIV patients, Osun State",2022,Prof. Bankole,Infectious Diseases
Hospital-Based Assessment of Sensitivity and Specificity Analysis of Diagnostic Tests for Malaria in UNIOSUN Teaching Hospital Among Residents of Ife South Local Government,"sensitivity, specificity, diagnostic tests, malaria, UNIOSUN",2019,Prof. Adebayo,Biostatistics
Retrospective Review of Application of Logistic Regression in Predicting Malaria Risk Factors Among Residents of Ife North Local Government,"logistic regression, malaria risk, prediction, children, biostatistics",2017,Dr. Nnamdi,Biostatistics
A Descriptive Analysis of Mercury Exposure and Health Risk Assessment Among Residents of Ilesa Local Government,"mercury exposure, gold mining, health risk, artisanal, Osun State",2022,Dr. Olayinka,Environmental Health
Hospital-Based Assessment of Occupational Hazard Exposure and Health Outcomes Among Residents of Iwo Local Government,"occupational hazard, automobile mechanics, health outcomes, exposure, Osogbo",2015,Dr. Akinwande,Environmental Health
Retrospective Review of Application of Logistic Regression in Predicting Malaria Risk Factors Among Residents of Ife East Local Government,"logistic regression, malaria risk, prediction, children, biostatistics",2019,Prof. Bankole,Biostatistics
Retrospective Review of Mixed-Effects Modelling of Longitudinal Blood Pressure Data Among Residents of Ejigbo Local Government,"mixed-effects model, longitudinal, blood pressure, hypertension, Osogbo",2020,Dr. Igwe,Biostatistics
Comparative Study of Epidemiological Profile of Diabetes Mellitus Patients Attending Primary Healthcare Centers in Osun Among Residents of Ilesa Local Government,"diabetes mellitus, epidemiology, primary healthcare, Osun State",2015,Prof. Adesanya,Epidemiology
Vector Breeding Site Assessment and Malaria Risk in Flood-Prone Areas of Osun State Nigeria,"vector breeding, malaria risk, flood-prone, Osun State, assessment",2020,Dr. Akindele,Environmental Health
A Cross-Sectional Study of Heavy Metal Contamination of Borehole Water Sources in Industrial Areas of Osun State Nigeria Among Residents of Ife South Local Government,"heavy metals, borehole, contamination, industrial, water safety",2019,Prof. Adesanya,Environmental Health
A Cross-Sectional Study of Receiver Operating Characteristic Curve Analysis for Predicting Severe Malaria in Children Nigeria Among Residents of Ilesa Local Government,"ROC curve, severe malaria, prediction, children, Nigeria",2016,Dr. Babatunde,Biostatistics
A Descriptive Analysis of Impact of Free Maternal Health Policy on Antenatal Care Utilization in Osun State Nigeria Among Residents of Ife East Local Government,"maternal health policy, antenatal care, utilization, free health, Osun",2018,Prof. Adeoti,Health Policy
Longitudinal Investigation of Multilevel Modelling of Determinants of Child Mortality in Southwest Nigerian Communities Among Residents of Osogbo Local Government,"multilevel modelling, child mortality, determinants, Southwest Nigeria, biostatistics",2015,Prof. Bankole,Biostatistics
Hospital-Based Assessment of Effectiveness of the Basic Healthcare Provision Fund in Strengthening Primary Health Centers Among Residents of Ife South Local Government,"basic healthcare fund, PHC, effectiveness, primary health, strengthening",2021,Dr. Oluwaseun,Health Policy
Hospital-Based Assessment of Community-Based Assessment of Stroke Risk Factors Among Residents of Ejigbo Local Government,"stroke, risk factors, elderly, community, Ife North",2017,Dr. Abiodun,Epidemiology
An Exploratory Analysis of Assessment of Toilet Facilities Adequacy and Sanitation-Related Diseases in Rural Osun Communities Among Residents of Iwo Local Government,"toilet facilities, sanitation, rural, diseases, assessment",2018,Prof. Adebayo,Environmental Health
Health Financing Strategies and Their Effect on Out-of-Pocket Expenditure in Osun State,"health financing, out-of-pocket, expenditure, Osun State, strategy",2020,Dr. Agboola,Health Policy
Retrospective Review of Gestational Diabetes Prevalence and Management Practices Among Residents of Osogbo Local Government,"gestational diabetes, prevalence, management, pregnant women, Osogbo",2018,Dr. Nnamdi,Maternal & Child Health
Retrospective Review of Assessment of Infection Prevention and Control Practices in UNIOSUN Teaching Hospital Wards Among Residents of Osogbo Local Government,"infection prevention, control practices, UNIOSUN, teaching hospital, wards",2019,Dr. Igwe,Infectious Diseases
A Cross-Sectional Study of Kaplan-Meier Analysis of Survival Among Residents of Ife East Local Government,"Kaplan-Meier, survival analysis, tuberculosis, DOTS, Osun State",2017,Dr. Okonkwo,Biostatistics
Systematic Review and Meta-Analysis of Hypertension Prevalence Studies in Southwest Nigeria,"systematic review, meta-analysis, hypertension, prevalence, Southwest Nigeria",2017,Prof. Emeka,Biostatistics
Retrospective Review of Assessment of Kangaroo Mother Care Practice and Neonatal Outcomes in Osun State Hospitals Among Residents of Ife South Local Government,"kangaroo mother care, neonatal outcomes, practice, Osun State, hospitals",2020,Prof. Nwosu,Maternal & Child Health
Obstetric Complications and Emergency Referral Patterns at UNIOSUN Teaching Hospital Osogbo,"obstetric complications, emergency referral, UNIOSUN, teaching hospital, Osogbo",2016,Dr. Nnamdi,Maternal & Child Health
Comparative Study of Effect of Hospital Autonomy Policy on Service Delivery Quality in Osun State General Hospitals Among Residents of Ilesha Local Government,"hospital autonomy, service delivery, quality, policy, Osun State",2017,Prof. Adesanya,Health Policy
Comparative Study of Seroprevalence of Hepatitis B Virus Infection Among Residents of Boripe Local Government,"hepatitis B, seroprevalence, blood donors, teaching hospital",2020,Dr. Akindele,Epidemiology
Retrospective Review of Evaluation of Rapid Diagnostic Test Use for Malaria Case Management in Osun Primary Health Centers Among Residents of Boripe Local Government,"rapid diagnostic test, malaria, case management, primary health, Osun",2015,Prof. Nwosu,Infectious Diseases
Retrospective Review of Sample Size Determination and Power Analysis in Public Health Research Studies at Nigerian Universities Among Residents of Ife South Local Government,"sample size, power analysis, public health research, Nigeria, biostatistics",2021,Dr. Folarin,Biostatistics
Hospital-Based Assessment of Epidemiology of Mental Health Disorders Among Residents of Osogbo Local Government,"mental health, epidemiology, adults, general hospital, disorders",2021,Prof. Adeleke,Epidemiology
A Cross-Sectional Study of Prevalence of Birth Asphyxia and Contributing Factors in Neonatal Units of Osun State Hospitals Among Residents of Boripe Local Government,"birth asphyxia, prevalence, neonatal, contributing factors, Osun State",2022,Dr. Salawu,Maternal & Child Health
